"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order","Family"
"843","ASV1570","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"844","ASV1570","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"845","ASV1570","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"846","ASV1570","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"847","ASV1570","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"850","ASV1570","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"851","ASV1570","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"852","ASV1570","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"853","ASV1570","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"854","ASV1570","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"855","ASV1570","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"856","ASV1570","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"857","ASV1570","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"858","ASV1570","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"859","ASV1570","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"860","ASV1570","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"861","ASV1570","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"862","ASV1570","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"863","ASV1570","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"864","ASV1570","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"865","ASV1570","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"866","ASV1570","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"867","ASV1570","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"868","ASV1570","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"869","ASV1570","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"870","ASV1570","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"872","ASV1570","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"873","ASV1570","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"874","ASV1570","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"875","ASV1570","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"876","ASV1570","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"877","ASV1570","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"878","ASV1570","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"879","ASV1570","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"880","ASV1570","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"881","ASV1570","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"882","ASV1570","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"883","ASV1570","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"884","ASV1570","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"885","ASV1570","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"886","ASV1570","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"887","ASV1570","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"888","ASV1570","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"889","ASV1570","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"890","ASV1570","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"891","ASV1570","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"894","ASV1570","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"895","ASV1570","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"896","ASV1570","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"897","ASV1570","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"898","ASV1570","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"899","ASV1570","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"900","ASV1570","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"901","ASV16","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"902","ASV16","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"903","ASV16","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"904","ASV16","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"905","ASV16","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"908","ASV16","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"909","ASV16","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"911","ASV16","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"912","ASV16","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"913","ASV16","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"915","ASV16","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"917","ASV16","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"918","ASV16","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"919","ASV16","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"920","ASV16","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"921","ASV16","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"922","ASV16","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"923","ASV16","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"926","ASV16","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"927","ASV16","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"929","ASV16","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"930","ASV16","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"931","ASV16","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"932","ASV16","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"933","ASV16","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"936","ASV16","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"937","ASV16","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"938","ASV16","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"939","ASV16","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"940","ASV16","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"941","ASV16","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"942","ASV16","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"943","ASV16","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"945","ASV16","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"946","ASV16","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"947","ASV16","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"948","ASV16","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"951","ASV16","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"952","ASV16","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"953","ASV16","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"956","ASV16","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"957","ASV16","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"958","ASV16","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"960","ASV16","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"962","ASV16","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"964","ASV16","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"965","ASV16","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"966","ASV16","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"967","ASV16","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"968","ASV16","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"969","ASV16","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"970","ASV16","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"973","ASV16","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"975","ASV16","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"976","ASV1636","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"977","ASV1636","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"978","ASV1636","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"979","ASV1636","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"980","ASV1636","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"981","ASV1636","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"982","ASV1636","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"983","ASV1636","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"984","ASV1636","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"985","ASV1636","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"986","ASV1636","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"987","ASV1636","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"988","ASV1636","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"989","ASV1636","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"990","ASV1636","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"991","ASV1636","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"992","ASV1636","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"993","ASV1636","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"994","ASV1636","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"995","ASV1636","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"996","ASV1636","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"997","ASV1636","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"998","ASV1636","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"999","ASV1636","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1000","ASV1636","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1001","ASV1636","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1002","ASV1636","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1003","ASV1636","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1004","ASV1636","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1005","ASV1636","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1006","ASV1636","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1007","ASV1636","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1008","ASV1636","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1009","ASV1636","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1010","ASV1636","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1011","ASV1636","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1012","ASV1636","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1014","ASV1636","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1015","ASV1636","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1016","ASV1636","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1017","ASV1636","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1018","ASV1636","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1019","ASV1636","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1020","ASV1636","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1021","ASV1636","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1022","ASV1636","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1024","ASV1636","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1025","ASV1636","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1027","ASV1636","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1029","ASV1636","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1030","ASV1636","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1031","ASV1636","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1032","ASV1636","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1033","ASV1636","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1034","ASV1636","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1035","ASV1636","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1036","ASV1636","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1037","ASV1636","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1038","ASV1636","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1039","ASV1636","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1040","ASV1636","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1041","ASV1636","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1042","ASV1636","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1043","ASV1636","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1044","ASV1636","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1045","ASV1636","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1046","ASV1636","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1047","ASV1636","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1048","ASV1636","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1049","ASV1636","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1050","ASV1636","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1051","ASV1638","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1052","ASV1638","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1053","ASV1638","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1054","ASV1638","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1055","ASV1638","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1056","ASV1638","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1057","ASV1638","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
