"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order","Family"
"1058","ASV1638","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1059","ASV1638","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1060","ASV1638","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1061","ASV1638","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1062","ASV1638","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1063","ASV1638","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1064","ASV1638","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1065","ASV1638","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1066","ASV1638","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1067","ASV1638","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1068","ASV1638","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1069","ASV1638","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1071","ASV1638","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1072","ASV1638","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1073","ASV1638","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1074","ASV1638","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1075","ASV1638","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1076","ASV1638","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1077","ASV1638","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1078","ASV1638","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1079","ASV1638","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1080","ASV1638","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1081","ASV1638","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1082","ASV1638","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1083","ASV1638","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1084","ASV1638","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1085","ASV1638","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1086","ASV1638","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1087","ASV1638","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1088","ASV1638","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1090","ASV1638","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1091","ASV1638","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1092","ASV1638","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1093","ASV1638","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1094","ASV1638","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1095","ASV1638","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1096","ASV1638","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1097","ASV1638","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1098","ASV1638","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1099","ASV1638","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1100","ASV1638","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1101","ASV1638","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1103","ASV1638","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1104","ASV1638","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1106","ASV1638","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1107","ASV1638","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1108","ASV1638","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1109","ASV1638","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1110","ASV1638","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1111","ASV1638","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1112","ASV1638","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1113","ASV1638","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1114","ASV1638","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1115","ASV1638","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1116","ASV1638","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1117","ASV1638","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1118","ASV1638","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1119","ASV1638","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1120","ASV1638","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1121","ASV1638","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1124","ASV1638","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1125","ASV1638","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1126","ASV164","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1127","ASV164","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1129","ASV164","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1130","ASV164","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1131","ASV164","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1133","ASV164","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1134","ASV164","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1135","ASV164","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1137","ASV164","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1138","ASV164","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1139","ASV164","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1140","ASV164","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1141","ASV164","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1143","ASV164","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1144","ASV164","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1146","ASV164","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1147","ASV164","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1148","ASV164","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1149","ASV164","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1150","ASV164","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1154","ASV164","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1157","ASV164","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1158","ASV164","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1159","ASV164","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1161","ASV164","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1162","ASV164","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1165","ASV164","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1166","ASV164","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1167","ASV164","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1168","ASV164","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1169","ASV164","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1172","ASV164","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1173","ASV164","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1174","ASV164","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1178","ASV164","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1182","ASV164","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1184","ASV164","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1185","ASV164","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1187","ASV164","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1188","ASV164","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1189","ASV164","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1191","ASV164","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1192","ASV164","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1194","ASV164","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1198","ASV164","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1201","ASV1689","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1203","ASV1689","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1204","ASV1689","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1205","ASV1689","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1206","ASV1689","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1207","ASV1689","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1208","ASV1689","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1209","ASV1689","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1210","ASV1689","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1211","ASV1689","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1212","ASV1689","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1213","ASV1689","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1215","ASV1689","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1216","ASV1689","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1217","ASV1689","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1218","ASV1689","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1219","ASV1689","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1221","ASV1689","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1222","ASV1689","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1223","ASV1689","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1224","ASV1689","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1225","ASV1689","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1226","ASV1689","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1227","ASV1689","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1228","ASV1689","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1229","ASV1689","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1230","ASV1689","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1231","ASV1689","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
