"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order"
"2091","ASV2905","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2092","ASV2905","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2093","ASV2905","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2094","ASV2905","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2095","ASV2905","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2096","ASV2905","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2097","ASV2905","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2098","ASV2905","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2099","ASV2905","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2100","ASV2905","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis","DTU014"
"2104","ASV30","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2111","ASV30","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2134","ASV30","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2143","ASV30","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2144","ASV30","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2152","ASV30","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2159","ASV30","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2162","ASV30","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2175","ASV30","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2176","ASV3000","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2177","ASV3000","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2178","ASV3000","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2179","ASV3000","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2180","ASV3000","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2181","ASV3000","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2182","ASV3000","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2183","ASV3000","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2184","ASV3000","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2185","ASV3000","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2186","ASV3000","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2187","ASV3000","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2188","ASV3000","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2189","ASV3000","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2190","ASV3000","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2191","ASV3000","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2192","ASV3000","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2193","ASV3000","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2194","ASV3000","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2195","ASV3000","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2196","ASV3000","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2197","ASV3000","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2198","ASV3000","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2199","ASV3000","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2200","ASV3000","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2201","ASV3000","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2202","ASV3000","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2204","ASV3000","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2205","ASV3000","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2206","ASV3000","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2207","ASV3000","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2208","ASV3000","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2209","ASV3000","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2210","ASV3000","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2211","ASV3000","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2212","ASV3000","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2213","ASV3000","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2214","ASV3000","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2215","ASV3000","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2216","ASV3000","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2217","ASV3000","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2218","ASV3000","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2219","ASV3000","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2220","ASV3000","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2221","ASV3000","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2222","ASV3000","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2223","ASV3000","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2225","ASV3000","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2226","ASV3000","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2227","ASV3000","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2228","ASV3000","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2229","ASV3000","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2230","ASV3000","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2231","ASV3000","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2232","ASV3000","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2233","ASV3000","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2234","ASV3000","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2235","ASV3000","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2236","ASV3000","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2237","ASV3000","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2239","ASV3000","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2240","ASV3000","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2241","ASV3000","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2242","ASV3000","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2243","ASV3000","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2244","ASV3000","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2245","ASV3000","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2246","ASV3000","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2247","ASV3000","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2248","ASV3000","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2249","ASV3000","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2250","ASV3000","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales"
"2251","ASV306","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2252","ASV306","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2253","ASV306","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2256","ASV306","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2257","ASV306","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2258","ASV306","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2260","ASV306","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2264","ASV306","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2265","ASV306","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2266","ASV306","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2268","ASV306","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2269","ASV306","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2270","ASV306","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2271","ASV306","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2272","ASV306","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2273","ASV306","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2274","ASV306","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2276","ASV306","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2278","ASV306","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2279","ASV306","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2280","ASV306","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2282","ASV306","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2285","ASV306","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2287","ASV306","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2288","ASV306","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2291","ASV306","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2292","ASV306","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2293","ASV306","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2294","ASV306","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2295","ASV306","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2297","ASV306","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2298","ASV306","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2300","ASV306","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2301","ASV306","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2302","ASV306","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2305","ASV306","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2306","ASV306","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2307","ASV306","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2308","ASV306","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2310","ASV306","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2311","ASV306","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2314","ASV306","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2315","ASV306","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2316","ASV306","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2317","ASV306","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2318","ASV306","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2319","ASV306","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2320","ASV306","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2321","ASV306","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2322","ASV306","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2323","ASV306","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2324","ASV306","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2325","ASV306","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2326","ASV3144","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2327","ASV3144","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2328","ASV3144","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2329","ASV3144","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2330","ASV3144","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2331","ASV3144","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2332","ASV3144","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2333","ASV3144","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2334","ASV3144","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2336","ASV3144","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2337","ASV3144","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2338","ASV3144","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2339","ASV3144","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2340","ASV3144","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2341","ASV3144","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2342","ASV3144","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2343","ASV3144","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2344","ASV3144","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2345","ASV3144","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2346","ASV3144","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2347","ASV3144","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2348","ASV3144","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2349","ASV3144","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2350","ASV3144","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2351","ASV3144","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2352","ASV3144","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2353","ASV3144","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2354","ASV3144","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2355","ASV3144","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2356","ASV3144","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2357","ASV3144","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2358","ASV3144","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2359","ASV3144","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2360","ASV3144","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2361","ASV3144","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2362","ASV3144","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2363","ASV3144","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2364","ASV3144","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2365","ASV3144","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2366","ASV3144","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2367","ASV3144","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2368","ASV3144","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2369","ASV3144","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2370","ASV3144","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2371","ASV3144","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2372","ASV3144","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2373","ASV3144","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2374","ASV3144","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2375","ASV3144","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2376","ASV3144","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2377","ASV3144","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2378","ASV3144","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2379","ASV3144","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2380","ASV3144","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2381","ASV3144","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2382","ASV3144","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2383","ASV3144","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
"2384","ASV3144","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales"
