"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order"
"1206","ASV2022","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1207","ASV2022","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1208","ASV2022","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1209","ASV2022","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1210","ASV2022","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1211","ASV2022","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1212","ASV2022","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1213","ASV2022","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1214","ASV2022","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1215","ASV2022","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1216","ASV2022","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1217","ASV2022","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1218","ASV2022","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1219","ASV2022","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1220","ASV2022","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1221","ASV2022","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1222","ASV2022","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1223","ASV2022","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1224","ASV2022","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1225","ASV2022","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1226","ASV2022","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1227","ASV2022","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1228","ASV2022","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1229","ASV2022","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1230","ASV2022","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1231","ASV2022","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1232","ASV2022","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1233","ASV2022","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1234","ASV2022","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1235","ASV2022","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1236","ASV2022","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1237","ASV2022","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1238","ASV2022","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1239","ASV2022","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1240","ASV2022","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1241","ASV2022","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1242","ASV2022","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1243","ASV2022","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1244","ASV2022","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1245","ASV2022","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1246","ASV2022","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1247","ASV2022","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1248","ASV2022","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1249","ASV2022","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1250","ASV2022","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1251","ASV2022","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1252","ASV2022","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1253","ASV2022","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1254","ASV2022","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1255","ASV2022","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1256","ASV2022","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1257","ASV2022","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1258","ASV2022","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1259","ASV2022","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1260","ASV2022","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1261","ASV2022","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1262","ASV2022","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1263","ASV2022","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1264","ASV2022","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1265","ASV2022","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1266","ASV2022","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1267","ASV2022","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1268","ASV2022","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1269","ASV2022","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1270","ASV2022","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1271","ASV2022","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1272","ASV2022","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1273","ASV2022","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1274","ASV2022","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1275","ASV2022","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1276","ASV2037","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1277","ASV2037","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1278","ASV2037","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1279","ASV2037","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1280","ASV2037","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1281","ASV2037","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1282","ASV2037","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1283","ASV2037","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1284","ASV2037","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1285","ASV2037","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1286","ASV2037","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1287","ASV2037","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1288","ASV2037","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1289","ASV2037","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1290","ASV2037","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1291","ASV2037","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1292","ASV2037","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1293","ASV2037","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1294","ASV2037","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1296","ASV2037","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1297","ASV2037","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1298","ASV2037","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1299","ASV2037","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1300","ASV2037","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1301","ASV2037","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1302","ASV2037","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1303","ASV2037","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1304","ASV2037","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1305","ASV2037","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1306","ASV2037","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1307","ASV2037","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1308","ASV2037","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1309","ASV2037","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1310","ASV2037","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1311","ASV2037","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1312","ASV2037","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1313","ASV2037","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1314","ASV2037","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1315","ASV2037","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1316","ASV2037","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1317","ASV2037","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1318","ASV2037","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1319","ASV2037","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1320","ASV2037","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1321","ASV2037","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1323","ASV2037","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1325","ASV2037","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1326","ASV2037","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1327","ASV2037","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1328","ASV2037","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1329","ASV2037","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1330","ASV2037","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1331","ASV2037","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1332","ASV2037","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1333","ASV2037","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1335","ASV2037","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1336","ASV2037","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1338","ASV2037","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1339","ASV2037","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1340","ASV2037","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1341","ASV2037","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1342","ASV2037","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1343","ASV2037","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1344","ASV2037","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1345","ASV2037","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1346","ASV2037","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1347","ASV2037","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1348","ASV2037","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales"
"1351","ASV2060","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1352","ASV2060","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1353","ASV2060","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1354","ASV2060","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1355","ASV2060","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1356","ASV2060","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1357","ASV2060","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1358","ASV2060","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1359","ASV2060","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1360","ASV2060","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1361","ASV2060","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1362","ASV2060","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1364","ASV2060","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1365","ASV2060","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1366","ASV2060","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1367","ASV2060","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1368","ASV2060","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1369","ASV2060","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1370","ASV2060","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1371","ASV2060","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
"1372","ASV2060","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales"
