"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class"
"1081","ASV868","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1082","ASV868","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1083","ASV868","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1084","ASV868","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1085","ASV868","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1086","ASV868","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1087","ASV868","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1088","ASV868","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1089","ASV868","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1090","ASV868","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1091","ASV868","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1092","ASV868","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1093","ASV868","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1094","ASV868","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1095","ASV868","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1096","ASV868","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1097","ASV868","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1098","ASV868","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1099","ASV868","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1100","ASV868","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1102","ASV868","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1103","ASV868","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1104","ASV868","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1105","ASV868","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1106","ASV868","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1107","ASV868","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1108","ASV868","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1109","ASV868","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1111","ASV868","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1112","ASV868","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1113","ASV868","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1114","ASV868","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1115","ASV868","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1116","ASV868","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1117","ASV868","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1118","ASV868","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1119","ASV868","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1120","ASV868","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1121","ASV868","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1122","ASV868","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1123","ASV868","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1124","ASV868","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1125","ASV868","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1201","ASV92","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1202","ASV92","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1212","ASV92","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1215","ASV92","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1220","ASV92","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1221","ASV92","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1231","ASV92","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1233","ASV92","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1254","ASV92","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1256","ASV92","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1257","ASV92","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1261","ASV92","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1269","ASV92","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
